str_name;hausnr;hausnr_zus;plz;ort
Sevogelstrasse;79;;4052;Basel
Sevogelstrasse;83;;4052;Basel
Sevogelstrasse;89;;4052;Basel
Sevogelstrasse;91;;4052;Basel
Sevogelstrasse;97;;4052;Basel
Sevogelstrasse;105;;4052;Basel
Sevogelstrasse;113;;4052;Basel
Sevogelstrasse;115;;4052;Basel
Sevogelstrasse;119;;4052;Basel
Sierenzerstrasse;3;;4055;Basel
Sierenzerstrasse;9;;4055;Basel
Sierenzerstrasse;15;;4055;Basel
Sierenzerstrasse;16;;4055;Basel
Sierenzerstrasse;22;;4055;Basel
Sierenzerstrasse;28;;4055;Basel
Sierenzerstrasse;34;;4055;Basel
Sierenzerstrasse;35;;4055;Basel
Sierenzerstrasse;37;;4055;Basel
Sierenzerstrasse;41;;4055;Basel
Sierenzerstrasse;48;;4055;Basel
Sierenzerstrasse;50;;4055;Basel
Sierenzerstrasse;51;;4055;Basel
Sierenzerstrasse;55;;4055;Basel
Sierenzerstrasse;60;;4055;Basel
Sierenzerstrasse;63;;4055;Basel
Sierenzerstrasse;69;;4055;Basel
Sierenzerstrasse;72;;4055;Basel
Singerstrasse;8;;4052;Basel
Sissacherstrasse;4;;4052;Basel
Sissacherstrasse;10;;4052;Basel
Salinenstrasse;38;;4052;Basel
Sissacherstrasse;29;;4052;Basel
Salinenstrasse;40;;4052;Basel
Sissacherstrasse;31;;4052;Basel
Sissacherstrasse;37;;4052;Basel
Sissacherstrasse;57;;4052;Basel
Sissacherstrasse;61;;4052;Basel
Socinstrasse;1;;4051;Basel
Socinstrasse;5;;4051;Basel
Socinstrasse;7;;4051;Basel
Socinstrasse;19;;4051;Basel
Socinstrasse;22;;4051;Basel
Socinstrasse;25;;4051;Basel
Socinstrasse;27;;4051;Basel
Socinstrasse;35;;4051;Basel
Socinstrasse;38;;4051;Basel
Nonnenweg;3;;4055;Basel
Socinstrasse;47;;4051;Basel
Socinstrasse;51;;4051;Basel
Socinstrasse;55;;4051;Basel
Socinstrasse;57;;4051;Basel
Socinstrasse;73;;4051;Basel
Socinstrasse;75;;4051;Basel
Socinstrasse;77;;4051;Basel
Socinstrasse;81;;4051;Basel
Solothurnerstrasse;11;;4053;Basel
Solothurnerstrasse;13;;4053;Basel
Solothurnerstrasse;15;;4053;Basel
Solothurnerstrasse;19;;4053;Basel
Solothurnerstrasse;35;;4053;Basel
Solothurnerstrasse;41;;4053;Basel
Solothurnerstrasse;45;;4053;Basel
Solothurnerstrasse;49;;4053;Basel
Solothurnerstrasse;51;;4053;Basel
Solothurnerstrasse;53;;4053;Basel
Solothurnerstrasse;59;;4053;Basel
Solothurnerstrasse;61;;4053;Basel
Solothurnerstrasse;63;;4053;Basel
Solothurnerstrasse;65;;4053;Basel
Solothurnerstrasse;72;;4053;Basel
Solothurnerstrasse;74;;4053;Basel
Solothurnerstrasse;76;;4053;Basel
Solothurnerstrasse;78;;4053;Basel
Solothurnerstrasse;80;;4053;Basel
Solothurnerstrasse;81;;4053;Basel
Solothurnerstrasse;85;;4053;Basel
Sommergasse;7;;4056;Basel
Sommergasse;9;;4056;Basel
Sommergasse;12;;4056;Basel
Sommergasse;13;;4056;Basel
Sommergasse;16;;4056;Basel
Sommergasse;21;;4056;Basel
Sommergasse;30;;4056;Basel
Sommergasse;32;;4056;Basel
Sommergasse;34;;4056;Basel
Sommergasse;37;;4056;Basel
Sommergasse;38;;4056;Basel
Sommergasse;39;;4056;Basel
Sommergasse;41;;4056;Basel
Sommergasse;47;;4056;Basel
Sonnenbergstrasse;51;;4059;Basel
Sonnenweg;2;;4052;Basel
Sonnenweg;3;;4052;Basel
Sonnenweg;10;;4052;Basel
Sonnenweg;12;;4052;Basel
Sonnenweg;13;;4052;Basel
Sonnenweg;24;;4052;Basel
Spalenberg;12;;4051;Basel
Spalenberg;14;;4051;Basel
Spalenberg;22;;4051;Basel
Spalenberg;25;;4051;Basel
Spalenberg;26;;4051;Basel
Spalenberg;28;;4051;Basel
Spalenberg;29;;4051;Basel
Spalenberg;31;;4051;Basel
Spalenberg;37;;4051;Basel
Spalenberg;42;;4051;Basel
Heuberg;3;;4051;Basel
Spalenberg;52;;4051;Basel
Leonhardsgraben;13;;4051;Basel
Spalenberg;56;;4051;Basel
Spalenberg;58;;4051;Basel
Spalenberg;62;;4051;Basel
Spalenberg;63;;4051;Basel
Spalengraben;8;;4051;Basel
Spalenring;1;;4055;Basel
Missionsstrasse;69;;4055;Basel
Spalenring;12;;4055;Basel
Spalenring;14;;4055;Basel
Spalenring;18;;4055;Basel
Spalenring;20;;4055;Basel
Spalenring;28;;4055;Basel
Spalenring;30;;4055;Basel
Spalenring;33;;4055;Basel
Spalenring;34;;4055;Basel
Spalenring;38;;4055;Basel
Spalenring;40;a;4055;Basel
Spalenring;44;;4055;Basel
Spalenring;46;;4055;Basel
Spalenring;48;;4055;Basel
Spalenring;52;;4055;Basel
Spalenring;56;;4055;Basel
Spalenring;61;;4055;Basel
Spalenring;65;;4055;Basel
Spalenring;75;;4055;Basel
Spalenring;87;;4055;Basel
Spalenring;92;;4055;Basel
Ahornstrasse;2;;4055;Basel
Spalenring;104;;4055;Basel
Spalenring;105;;4055;Basel
Spalenring;108;;4055;Basel
Spalenring;109;;4055;Basel
Spalenring;111;;4055;Basel
Spalenring;113;;4055;Basel
Heinrichsgasse;22;;4055;Basel
Spalenring;117;;4055;Basel
Spalenring;123;;4055;Basel
Spalenring;126;;4055;Basel
Spalenring;136;;4055;Basel
Rudolfstrasse;11;;4054;Basel
Spalenring;138;;4055;Basel
Spalenring;142;;4055;Basel
Spalenring;144;;4055;Basel
Spalenring;145;;4055;Basel
Spalenring;147;;4055;Basel
Spalentorweg;6;;4051;Basel
Spalentorweg;8;;4051;Basel
Spalentorweg;9;;4051;Basel
Spalentorweg;13;;4051;Basel
Spalentorweg;22;;4051;Basel
Spalentorweg;23;;4051;Basel
Spalentorweg;24;;4051;Basel
Spalentorweg;27;;4051;Basel
Spalentorweg;29;;4051;Basel
Spalentorweg;32;;4051;Basel
Spalentorweg;37;;4051;Basel
Spalentorweg;39;;4051;Basel
Spalentorweg;50;;4051;Basel
Spalentorweg;51;;4051;Basel
Spalentorweg;53;;4051;Basel
Spalentorweg;56;;4051;Basel
Spalentorweg;57;;4051;Basel
Spalenvorstadt;3;;4051;Basel
Spalenvorstadt;7;;4051;Basel
Spalenvorstadt;8;;4051;Basel
Spalenvorstadt;9;;4051;Basel
Spalenvorstadt;13;;4051;Basel
Spalenvorstadt;18;;4051;Basel
Spalenvorstadt;20;;4051;Basel
Spalenvorstadt;23;;4051;Basel
Spalenvorstadt;24;;4051;Basel
Spalenvorstadt;28;;4051;Basel
Spalenvorstadt;31;;4051;Basel
Spalenvorstadt;32;;4051;Basel
Spalenvorstadt;34;;4051;Basel
Spalenvorstadt;36;;4051;Basel
Spalenvorstadt;45;;4051;Basel
Spalenvorstadt;46;;4051;Basel
Speiserstrasse;91;;4052;Basel
Speiserstrasse;97;;4052;Basel
Speiserstrasse;98;;4052;Basel
Speiserstrasse;103;;4052;Basel
Speiserstrasse;109;;4052;Basel
Spiegelgasse;5;;4051;Basel
Petersgasse;15;;4051;Basel
Spiegelgasse;11;;4051;Basel
Spiegelgasse;15;;4051;Basel
Spitalstrasse;6;;4056;Basel
Spitalstrasse;18;;4056;Basel
Spitalstrasse;1;;4031;Basel
Spitalstrasse;21;;4031;Basel
Spitalstrasse;26;;4031;Basel
Im Spitzacker;7;;4059;Basel
Im Spitzacker;13;;4059;Basel
Im Spitzacker;15;;4059;Basel
Im Spitzacker;16;;4059;Basel
Im Spitzacker;20;;4059;Basel
Im Spitzacker;25;;4059;Basel
Im Spitzacker;27;;4059;Basel
Im Spitzacker;36;;4059;Basel
Stadthausgasse;11;;4051;Basel
Stadthausgasse;15;;4051;Basel
Stadthausgasse;20;;4051;Basel
Stadthausgasse;24;;4051;Basel
Fischmarkt;5;;4051;Basel
Stapfelberg;2;;4051;Basel
Stapfelberg;7;;4051;Basel
Starenstrasse;2;;4059;Basel
Starenstrasse;13;;4059;Basel
Starenstrasse;11;;4059;Basel
Starenstrasse;12;;4059;Basel
Starenstrasse;16;;4059;Basel
Starenstrasse;18;;4059;Basel
Starenstrasse;20;;4059;Basel
Starenstrasse;30;;4059;Basel
Starenstrasse;32;;4059;Basel
Starenstrasse;33;;4059;Basel
Starenstrasse;34;;4059;Basel
Starenstrasse;37;;4059;Basel
Starenstrasse;41;;4059;Basel
Starenstrasse;42;;4059;Basel
Starenstrasse;45;;4059;Basel
Starenstrasse;46;;4059;Basel
Starenstrasse;50;;4059;Basel
Starenstrasse;52;;4059;Basel
Steinbühlallee;9;;4054;Basel
Steinbühlallee;11;;4054;Basel
Steinbühlallee;15;;4054;Basel
Steinbühlallee;19;;4054;Basel
Steinbühlallee;21;;4054;Basel
Steinbühlallee;27;;4054;Basel
Steinbühlallee;29;;4054;Basel
Steinbühlallee;31;;4054;Basel
Steinbühlallee;37;;4054;Basel
Steinbühlallee;39;;4054;Basel
Steinbühlallee;83;;4054;Basel
Steinbühlallee;93;;4054;Basel
Steinbühlallee;97;;4054;Basel
Steinbühlallee;101;;4054;Basel
Steinbühlallee;105;;4054;Basel
Steinbühlallee;109;;4054;Basel
Steinbühlallee;113;;4054;Basel
Steinbühlallee;115;;4054;Basel
Steinbühlallee;141;;4054;Basel
Steinbühlallee;145;;4054;Basel
Steinbühlallee;165;;4054;Basel
Steinbühlallee;173;;4054;Basel
Steinbühlallee;183;;4054;Basel
Steinbühlallee;185;;4054;Basel
Steinbühlallee;187;;4054;Basel
Steinbühlplatz;2;;4054;Basel
Steinenbachgässlein;42;;4051;Basel
Steinenberg;5;;4051;Basel
Steinenberg;7;;4051;Basel
Barfüsserplatz;8;;4051;Basel
Theaterstrasse;2;;4051;Basel
Steinenberg;19;;4051;Basel
Steinengraben;3;;4051;Basel
Leonhardsgraben;36;;4051;Basel
Steinengraben;5;;4051;Basel
Steinengraben;14;;4051;Basel
Steinengraben;32;;4051;Basel
Steinengraben;47;;4051;Basel
Steinengraben;55;;4051;Basel
Steinengraben;77;;4051;Basel
Steinenring;10;;4051;Basel
Steinenring;12;;4051;Basel
Steinenring;17;;4051;Basel
Steinenring;20;;4051;Basel
Steinenring;21;;4051;Basel
Steinenring;23;;4051;Basel
Steinenring;40;;4051;Basel
Steinenring;44;;4051;Basel
Steinenring;58;;4051;Basel
Steinenring;60;;4051;Basel
Steinentorberg;11;;4051;Basel
Steinentorstrasse;1;;4051;Basel
Birsig-Parkplatz;31;;4051;Basel
Steinentorstrasse;18;;4051;Basel
Steinentorstrasse;19;;4051;Basel
Steinentorstrasse;23;;4051;Basel
Steinentorstrasse;26;;4051;Basel
Steinentorstrasse;39;;4051;Basel
Steinenvorstadt;2;;4051;Basel
Steinenvorstadt;5;;4051;Basel
Steinenvorstadt;6;;4051;Basel
Steinenvorstadt;8;;4051;Basel
Steinenbachgässlein;3;;4051;Basel
Steinenvorstadt;10;;4051;Basel
Steinenbachgässlein;13;;4051;Basel
Steinenvorstadt;16;;4051;Basel
Steinenvorstadt;23;;4051;Basel
Birsig-Parkplatz;20;;4051;Basel
Steinenvorstadt;32;;4051;Basel
Steinenvorstadt;33;;4051;Basel
Steinenbachgässlein;29;;4051;Basel
Steinenvorstadt;36;;4051;Basel
Steinenvorstadt;38;;4051;Basel
Steinenvorstadt;48;;4051;Basel
Steinenbachgässlein;51;;4051;Basel
Steinenvorstadt;58;;4051;Basel
Steinenvorstadt;60;;4051;Basel
Steinenvorstadt;67;;4051;Basel
Steinenvorstadt;77;;4051;Basel
Sternenbergerstrasse;2;;4053;Basel
Sternenbergerstrasse;8;;4053;Basel
Sternenbergerstrasse;12;;4053;Basel
Sternengasse;4;;4051;Basel
Sternengasse;6;;4051;Basel
Kirschgartenstrasse;7;;4051;Basel
Sternengasse;20;;4051;Basel
Sternengasse;27;;4051;Basel
Stöberstrasse;4;;4055;Basel
Stöberstrasse;5;;4055;Basel
Stöberstrasse;6;;4055;Basel
Stöberstrasse;7;;4055;Basel
Stöberstrasse;11;;4055;Basel
Stöberstrasse;13;;4055;Basel
Stöberstrasse;15;;4055;Basel
Stöberstrasse;17;;4055;Basel
Stöberstrasse;18;;4055;Basel
Stöberstrasse;22;;4055;Basel
Stöberstrasse;23;;4055;Basel
Stöberstrasse;24;;4055;Basel
Stöberstrasse;27;;4055;Basel
Stöberstrasse;30;;4055;Basel
Stöberstrasse;40;;4055;Basel
Stöberstrasse;42;;4055;Basel
Strassburgerallee;9;;4055;Basel
Strassburgerallee;19;;4055;Basel
Strassburgerallee;21;;4055;Basel
Strassburgerallee;23;;4055;Basel
Strassburgerallee;29;;4055;Basel
Strassburgerallee;31;;4055;Basel
Strassburgerallee;56;;4055;Basel
Burgfelderstrasse;41;;4055;Basel
Strassburgerallee;68;;4055;Basel
Strassburgerallee;78;;4055;Basel
Strassburgerallee;79;;4055;Basel
Strassburgerallee;80;;4055;Basel
Strassburgerallee;85;;4055;Basel
Strassburgerallee;87;;4055;Basel
Strassburgerallee;95;;4055;Basel
Strassburgerallee;96;;4055;Basel
Strassburgerallee;102;;4055;Basel
Strassburgerallee;107;;4055;Basel
Strassburgerallee;108;;4055;Basel
Strassburgerallee;109;;4055;Basel
Strassburgerallee;110;;4055;Basel
Strassburgerallee;111;;4055;Basel
Strassburgerallee;114;;4055;Basel
Strassburgerallee;115;;4055;Basel
Strassburgerallee;116;;4055;Basel
Strassburgerallee;120;;4055;Basel
Strassburgerallee;124;;4055;Basel
Strassburgerallee;125;;4055;Basel
Strassburgerallee;129;;4055;Basel
Strassburgerallee;131;;4055;Basel
Streitgasse;4;;4051;Basel
Ringgässlein;7;;4001;Basel
Streitgasse;20;;4051;Basel
Sulzerstrasse;7;;4054;Basel
Sulzerstrasse;18;;4054;Basel
Sulzerstrasse;20;;4054;Basel
Sundgauerstrasse;11;;4055;Basel
Sustenstrasse;6;;4054;Basel
Sustenstrasse;16;;4054;Basel
Sustenstrasse;19;;4054;Basel
Sustenstrasse;21;;4054;Basel
Spiegelbergstrasse;7;;4059;Basel
Spiegelbergstrasse;11;;4059;Basel
Spiegelbergstrasse;13;;4059;Basel
Spiegelbergstrasse;15;;4059;Basel
Spiegelbergstrasse;17;;4059;Basel
Spiegelbergstrasse;23;;4059;Basel
Spiegelbergstrasse;31;;4059;Basel
Spiegelbergstrasse;37;;4059;Basel
Tannenfluhweg;4;;4053;Basel
Tannenfluhweg;5;;4053;Basel
Tanzgässlein;2;;4051;Basel
Marktgasse;13;;4051;Basel
Tellstrasse;3;;4053;Basel
Tellstrasse;5;;4053;Basel
Tellstrasse;7;;4053;Basel
Tellstrasse;17;;4053;Basel
Tellstrasse;18;;4053;Basel
Tellstrasse;21;;4053;Basel
Tellstrasse;22;;4053;Basel
Tellstrasse;25;;4053;Basel
Tellstrasse;28;;4053;Basel
Tellstrasse;38;;4053;Basel
Tellstrasse;44;;4053;Basel
Tellstrasse;46;;4053;Basel
Tellstrasse;54;;4053;Basel
Tellplatz;1;;4053;Basel
Tellplatz;2;;4053;Basel
Tellplatz;9;;4053;Basel
Tellplatz;10;;4053;Basel
Tessinstrasse;4;;4054;Basel
Tessinstrasse;15;;4054;Basel
Tessinstrasse;21;;4054;Basel
Tessinstrasse;30;;4054;Basel
Tessinstrasse;34;;4054;Basel
Tessinstrasse;44;;4054;Basel
Tessinstrasse;54;;4054;Basel
Thannerstrasse;14;;4054;Basel
Thannerstrasse;23;;4054;Basel
Thannerstrasse;30;;4054;Basel
Thannerstrasse;63;;4054;Basel
Thannerstrasse;68;;4054;Basel
Thannerstrasse;71;;4054;Basel
Thannerstrasse;90;;4054;Basel
Theaterstrasse;10;;4051;Basel
Theodor Herzl-Strasse;6;;4055;Basel
Theodor Herzl-Strasse;12;;4055;Basel
Theodor Herzl-Strasse;14;;4055;Basel
Theodor Herzl-Strasse;22;;4055;Basel
Theodor Herzl-Strasse;90;;4055;Basel
Therwilerstrasse;3;;4054;Basel
Therwilerstrasse;5;;4054;Basel
Therwilerstrasse;7;;4054;Basel
Therwilerstrasse;19;;4054;Basel
Therwilerstrasse;22;;4054;Basel
Therwilerstrasse;24;;4054;Basel
Therwilerstrasse;27;;4054;Basel
Therwilerstrasse;35;;4054;Basel
Therwilerstrasse;36;;4054;Basel
Therwilerstrasse;37;;4054;Basel
Therwilerstrasse;39;;4054;Basel
Thiersteinerallee;3;;4053;Basel
Thiersteinerallee;7;;4053;Basel
Thiersteinerallee;9;;4053;Basel
Thiersteinerallee;17;;4053;Basel
Thiersteinerallee;21;;4053;Basel
Thiersteinerallee;23;;4053;Basel
Thiersteinerallee;25;;4053;Basel
Güterstrasse;250;;4053;Basel
Thiersteinerallee;40;;4053;Basel
Thiersteinerallee;44;;4053;Basel
Thiersteinerallee;51;;4053;Basel
Thiersteinerallee;52;;4053;Basel
Thiersteinerallee;53;;4053;Basel
Thiersteinerallee;54;;4053;Basel
Thiersteinerallee;58;;4053;Basel
Thiersteinerallee;64;;4053;Basel
Thiersteinerallee;70;;4053;Basel
Thiersteinerallee;72;;4053;Basel
Thiersteinerallee;82;;4053;Basel
Thiersteinerallee;84;;4053;Basel
Thiersteinerallee;85;;4053;Basel
Thiersteinerallee;86;;4053;Basel
Thiersteinerallee;87;;4053;Basel
Thiersteinerallee;90;;4053;Basel
Thiersteinerallee;91;;4053;Basel
Thiersteinerallee;93;;4053;Basel
Thiersteinerallee;95;;4053;Basel
Thiersteinerrain;9;;4053;Basel
Thiersteinerrain;21;;4053;Basel
Thiersteinerrain;32;;4053;Basel
Thiersteinerrain;36;;4053;Basel
Thiersteinerrain;42;;4053;Basel
Thiersteinerrain;44;;4053;Basel
Thiersteinerrain;48;;4053;Basel
Thiersteinerrain;53;;4059;Basel
Thiersteinerrain;55;;4059;Basel
Thiersteinerrain;58;;4059;Basel
Thiersteinerrain;62;;4059;Basel
Thiersteinerrain;64;;4059;Basel
Thiersteinerrain;65;;4059;Basel
Thiersteinerrain;65;a;4059;Basel
Thiersteinerrain;70;;4059;Basel
Thiersteinerrain;72;;4059;Basel
Thiersteinerrain;73;;4059;Basel
Thiersteinerrain;77;;4059;Basel
Thiersteinerrain;79;;4059;Basel
Thiersteinerrain;81;;4059;Basel
Thiersteinerrain;85;;4059;Basel
Thiersteinerrain;97;;4059;Basel
Thiersteinerrain;116;;4059;Basel
Thiersteinerrain;118;;4059;Basel
Thiersteinerrain;122;;4059;Basel
Thiersteinerrain;126;;4059;Basel
Thiersteinerrain;134;;4059;Basel
Thiersteinerrain;137;;4059;Basel
Thiersteinerrain;138;;4059;Basel
Thiersteinerrain;143;;4059;Basel
Thiersteinerrain;144;;4059;Basel
Thiersteinerrain;153;;4059;Basel
Thiersteinerrain;154;;4059;Basel
Thiersteinerrain;156;;4059;Basel
Thiersteinerrain;157;;4059;Basel
Thiersteinerrain;160;;4059;Basel
Thiersteinerrain;161;;4059;Basel
Thiersteinerrain;167;;4059;Basel
Thiersteinerrain;168;;4059;Basel
Thiersteinerrain;170;;4059;Basel
Thiersteinerrain;173;;4059;Basel
Im tiefen Boden;3;;4059;Basel
Im tiefen Boden;4;;4059;Basel
Im tiefen Boden;9;;4059;Basel
Im tiefen Boden;33;;4059;Basel
Im tiefen Boden;53;;4059;Basel
Im tiefen Boden;61;;4059;Basel
Im tiefen Boden;63;;4059;Basel
Im tiefen Boden;65;;4059;Basel
Tiergartenrain;1;;4054;Basel
Tiergartenrain;15;;4054;Basel
Tödistrasse;85;;4054;Basel
Tödistrasse;93;;4054;Basel
Tödistrasse;101;;4054;Basel
Totengässlein;7;;4051;Basel
Totentanz;1;;4051;Basel
Totentanz;3;;4051;Basel
Totentanz;8;;4051;Basel
Totentanz;9;;4051;Basel
Totentanz;11;;4051;Basel
Totentanz;13;;4051;Basel
Totentanz;14;;4051;Basel
Totentanz;17;;4051;Basel
Totentanz;18;;4051;Basel
Türkheimerstrasse;10;;4055;Basel
Türkheimerstrasse;12;;4055;Basel
Türkheimerstrasse;34;;4055;Basel
Türkheimerstrasse;38;;4055;Basel
Türkheimerstrasse;44;;4055;Basel
Türkheimerstrasse;58;;4055;Basel
Türkheimerstrasse;60;;4055;Basel
Türkheimerstrasse;66;;4055;Basel
Türkheimerstrasse;68;;4055;Basel
Türkheimerstrasse;72;;4055;Basel
Türkheimerstrasse;74;;4055;Basel
Türkheimerstrasse;79;;4055;Basel
Uhlandstrasse;6;;4053;Basel
Urs Graf-Strasse;1;;4052;Basel
Urs Graf-Strasse;12;;4052;Basel
Urs Graf-Strasse;22;;4052;Basel
Karl Barth-Platz;7;;4052;Basel
Vesalgasse;1;;4051;Basel
Vesalgasse;3;;4051;Basel
Viaduktstrasse;10;;4051;Basel
Innere Margarethenstrasse;25;;4051;Basel
Viaduktstrasse;8;;4051;Basel
Innere Margarethenstrasse;27;;4051;Basel
Steinentorberg;26;;4051;Basel
Steinentorberg;20;;4051;Basel
Innere Margarethenstrasse;29;;4051;Basel
Erdbeergraben;1;;4051;Basel
Vogesenstrasse;27;;4056;Basel
Vogesenstrasse;31;;4056;Basel
Vogesenstrasse;31;a;4056;Basel
Vogesenstrasse;34;;4056;Basel
Vogesenstrasse;35;;4056;Basel
Vogesenstrasse;37;;4056;Basel
Vogesenstrasse;38;;4056;Basel
Vogesenstrasse;39;;4056;Basel
Vogesenstrasse;41;;4056;Basel
Vogesenstrasse;42;;4056;Basel
Vogesenstrasse;43;;4056;Basel
Vogesenstrasse;44;;4056;Basel
Vogesenstrasse;50;;4056;Basel
Vogesenstrasse;55;;4056;Basel
Vogesenstrasse;63;;4056;Basel
Vogesenstrasse;80;;4056;Basel
Vogesenstrasse;81;;4056;Basel
Vogesenstrasse;87;;4056;Basel
Vogesenstrasse;90;;4056;Basel
Vogesenstrasse;94;;4056;Basel
Vogesenstrasse;100;;4056;Basel
Vogesenstrasse;101;;4056;Basel
Vogesenstrasse;105;;4056;Basel
Vogesenstrasse;109;;4056;Basel
Vogesenstrasse;136;;4056;Basel
Vogesenstrasse;141;;4056;Basel
Vogesenstrasse;143;;4056;Basel
Vogesenstrasse;150;;4056;Basel
Saint-Louis-Strasse;19;;4056;Basel
Lysbüchelstrasse;400;;4056;Basel
Lysbüchelstrasse;376;;4056;Basel
Lysbüchelstrasse;350;;4056;Basel
Lysbüchelstrasse;306;;4056;Basel
Lysbüchelstrasse;270;;4056;Basel
Lysbüchelstrasse;200;;4056;Basel
Lysbüchelstrasse;164;;4056;Basel
Lysbüchelstrasse;140;;4056;Basel
Volkensbergerstrasse;6;;4055;Basel
Volkensbergerstrasse;8;;4055;Basel
Volkensbergerstrasse;9;;4055;Basel
Volkensbergerstrasse;10;;4055;Basel
Volkensbergerstrasse;18;;4055;Basel
Volkensbergerstrasse;26;;4055;Basel
Volkensbergerstrasse;28;;4055;Basel
Voltastrasse;27;;4056;Basel
Voltastrasse;75;;4056;Basel
Voltastrasse;77;;4056;Basel
Voltastrasse;81;;4056;Basel
Voltastrasse;83;;4056;Basel
Voltastrasse;91;;4056;Basel
Voltastrasse;95;;4056;Basel
Voltastrasse;97;;4056;Basel
Voltastrasse;99;;4056;Basel
Saint-Louis-Strasse;20;;4056;Basel
Waldeckstrasse;1;;4053;Basel
Waldeckstrasse;4;;4053;Basel
Waldeckstrasse;5;;4053;Basel
Waldeckstrasse;6;;4053;Basel
Waldeckstrasse;7;;4053;Basel
Waldenburgerstrasse;3;;4052;Basel
Waldenburgerstrasse;14;;4052;Basel
Waldenburgerstrasse;16;;4052;Basel
Waldenburgerstrasse;19;;4052;Basel
Waldenburgerstrasse;20;;4052;Basel
Waldenburgerstrasse;26;;4052;Basel
Eptingerstrasse;27;;4052;Basel
Waldighoferstrasse;12;;4055;Basel
Waldighoferstrasse;20;;4055;Basel
Walkeweg;16;;4053;Basel
Walkeweg;18;;4053;Basel
Walkeweg;26;;4053;Basel
Walkeweg;61;;4053;Basel
Walkeweg;73;;4052;Basel
Walkeweg;110;;4052;Basel
Wallstrasse;11;;4051;Basel
Wallstrasse;14;;4051;Basel
Wallstrasse;18;;4051;Basel
Wallstrasse;21;;4051;Basel
Wallstrasse;23;;4051;Basel
Wallstrasse;22;;4051;Basel
Wanderstrasse;5;;4054;Basel
Wanderstrasse;6;;4054;Basel
Wanderstrasse;17;;4054;Basel
Wanderstrasse;28;;4054;Basel
Wanderstrasse;31;;4054;Basel
Wanderstrasse;35;;4054;Basel
Wanderstrasse;77;;4054;Basel
Wanderstrasse;81;;4054;Basel
Wanderstrasse;84;;4054;Basel
Wanderstrasse;85;;4054;Basel
Wanderstrasse;88;;4054;Basel
Wanderstrasse;91;;4054;Basel
Wanderstrasse;92;;4054;Basel
Wanderstrasse;106;;4054;Basel
Wanderstrasse;125;;4054;Basel
Wanderstrasse;129;;4054;Basel
Wanderstrasse;133;;4054;Basel
Wanderstrasse;141;;4054;Basel
Wanderstrasse;145;;4054;Basel
Wanderstrasse;151;;4054;Basel
Wanderstrasse;161;;4054;Basel
Wanderstrasse;163;;4054;Basel
Wartenbergstrasse;11;;4052;Basel
Wartenbergstrasse;15;;4052;Basel
Wartenbergstrasse;21;;4052;Basel
Im Wasenboden;8;;4056;Basel
Im Wasenboden;11;;4056;Basel
Im Wasenboden;12;;4056;Basel
Im Wasenboden;13;;4056;Basel
Im Wasenboden;14;;4056;Basel
Im Wasenboden;15;;4056;Basel
Im Wasenboden;16;;4056;Basel
Im Wasenboden;21;;4056;Basel
Im Wasenboden;23;;4056;Basel
Im Wasenboden;24;;4056;Basel
Im Wasenboden;25;;4056;Basel
Im Wasenboden;34;;4056;Basel
Im Wasenboden;35;;4056;Basel
Im Wasenboden;36;;4056;Basel
Im Wasenboden;37;;4056;Basel
Im Wasenboden;39;;4056;Basel
Im Wasenboden;41;;4056;Basel
Im Wasenboden;45;;4056;Basel
Im Wasenboden;47;;4056;Basel
Im Wasenboden;48;;4056;Basel
Im Wasenboden;52;;4056;Basel
Im Wasenboden;53;;4056;Basel
Wasensträsschen;24;;4056;Basel
Wasensträsschen;35;;4056;Basel
Wasensträsschen;37;;4056;Basel
Wasensträsschen;41;;4056;Basel
Wasgenring;15;;4055;Basel
Wasgenring;19;;4055;Basel
Wasgenring;25;;4055;Basel
Wasgenring;27;;4055;Basel
Wasgenring;41;;4055;Basel
Wasgenring;43;;4055;Basel
Wasgenring;45;;4055;Basel
Wasgenring;51;;4055;Basel
Wasgenring;56;;4055;Basel
Wasgenring;60;;4055;Basel
Wasgenring;64;;4055;Basel
Wasgenring;70;;4055;Basel
Wasgenring;91;;4055;Basel
Wasgenring;98;;4055;Basel
Wasgenring;99;;4055;Basel
Wasgenring;102;;4055;Basel
Wasgenring;103;;4055;Basel
Wasgenring;111;;4055;Basel
Wasgenring;113;;4055;Basel
Wasgenring;133;;4055;Basel
Wasgenring;137;;4055;Basel
Wasgenring;151;;4055;Basel
Wasgenring;153;;4055;Basel
Wasgenring;157;;4055;Basel
Wasgenring;158;;4055;Basel
Wasgenring;161;;4055;Basel
Wasgenring;167;;4055;Basel
Näfelserstrasse;49;;4055;Basel
Wasserstrasse;7;;4056;Basel
Wasserstrasse;11;;4056;Basel
Wasserstrasse;16;;4056;Basel
Wasserstrasse;19;;4056;Basel
Wasserstrasse;20;;4056;Basel
Wasserstrasse;25;;4056;Basel
Wasserstrasse;31;;4056;Basel
Wasserstrasse;37;;4056;Basel
Beim Wasserturm;4;;4059;Basel
Beim Wasserturm;6;;4059;Basel
Beim Wasserturm;7;;4059;Basel
Beim Wasserturm;8;;4059;Basel
Beim Wasserturm;9;;4059;Basel
Beim Wasserturm;23;;4059;Basel
Beim Wasserturm;26;;4059;Basel
Beim Wasserturm;29;;4059;Basel
Beim Wasserturm;33;;4059;Basel
